,accession,country,name,subtype,year
14303,KP738841,UG,772D_5A5,A1D,2006
14304,KP738842,UG,772D_5A7,A1D,2006
14305,KP738843,UG,772D_5B3,A1D,2006
14306,KP738844,UG,772D_5C5,A1D,2006
14307,KP738845,UG,772D_5D2,A1D,2006
14308,KP738846,UG,772D_5D3,A1D,2006
14309,KP738847,UG,772D_5D6,A1D,2006
14310,KP738848,UG,772D_5D7,A1D,2006
14311,KP738849,UG,772D_5D8,A1D,2006
14312,KP738850,UG,772D_5E3,A1D,2006
14313,KP738851,UG,772D_5E5,A1D,2006
14314,KP738852,UG,772D_5F5,A1D,2006
14315,KP738853,UG,772D_5F6,A1D,2006
14316,KP738854,UG,772D_5F10,A1D,2006
14317,KP738855,UG,772D_5G1,A1D,2006
14318,KP738856,UG,772D_5G2,A1D,2006
14319,KP738857,UG,916D_1B9,A1D,2006
14320,KP738858,UG,916D_1B12,A1D,2006
14321,KP738859,UG,916D_1D2,A1D,2006
14322,KP738860,UG,916D_1D9,A1D,2006
14323,KP738861,UG,916D_2A4,A1D,2006
14324,KP738862,UG,916D_2B4,A1D,2006
14325,KP738863,UG,916D_2B11,A1D,2006
14326,KP738864,UG,916D_2C10,A1D,2006
14327,KP738865,UG,916D_2C12,A1D,2006
14328,KP738866,UG,916D_2D2,A1D,2006
14329,KP738867,UG,916D_2E9,A1D,2006
14330,KP738868,UG,916D_2F11,A1D,2006
14331,KP738869,UG,916D_2G1,A1D,2006
14332,KP738870,UG,916D_2G2,A1D,2006
14333,KP738871,UG,916D_2H6,A1D,2006
14334,KP738872,UG,916D_2H11,A1D,2006
14335,KP738873,UG,916D_3A2,A1D,2006
14336,KP738874,UG,916D_3A6,A1D,2006
14337,KP738875,UG,916D_3A9,A1D,2006
14338,KP738876,UG,916D_3A11,A1D,2006
14339,KP738877,UG,916D_3A12,A1D,2006
14340,KP738878,UG,916D_3B6,A1D,2006
14341,KP738879,UG,916D_3B10,A1D,2006
14342,KP738880,UG,916D_3C3,A1D,2006
14343,KP738881,UG,916D_3C6,A1D,2006
14344,KP738882,UG,916D_3D1,A1D,2006
14345,KP738883,UG,916D_3D2,A1D,2006
14346,KP738884,UG,916D_3D5,A1D,2006
14347,KP738885,UG,916D_3E4,A1D,2006
14348,KP738886,UG,916D_3E5,A1D,2006
14349,KP738887,UG,916D_3E8,A1D,2006
14350,KP738888,UG,916D_3F4,A1D,2006
14351,KP738889,UG,916D_3F5,A1D,2006
14352,KP738890,UG,460D_2B3,D,2004
14353,KP738891,UG,460D_2B5,D,2004
14354,KP738892,UG,460D_2B7,D,2004
14355,KP738893,UG,460D_2C1,D,2004
14356,KP738894,UG,460D_2E2,D,2004
14357,KP738895,UG,460D_2E10,D,2004
14358,KP738896,UG,460D_2F8,D,2004
14359,KP738897,UG,460D_2G1,D,2004
14360,KP738898,UG,460D_2G9,D,2004
14361,KP738899,UG,460D_2H2,D,2004
14362,KP738900,UG,460D_2H3,D,2004
14363,KP738901,UG,460D_2H5,D,2004
14364,KP738902,UG,460D_2H8,D,2004
14365,KP738903,UG,460D_3A3,D,2004
14366,KP738904,UG,460D_3A4,D,2004
14367,KP738905,UG,460D_3A6,D,2004
14368,KP738906,UG,460D_3A12,D,2004
14369,KP738907,UG,460D_3B1,D,2004
14370,KP738908,UG,460D_3B3,D,2004
14371,KP738909,UG,460D_3B8,D,2004
14372,KP738910,UG,460D_3B10,D,2004
14373,KP738911,UG,460D_3B12,D,2004
14374,KP738912,UG,460D_3c8,D,2004
14375,KP738913,UG,460D_3c9,D,2004
14376,KP738914,UG,460D_3D2,D,2004
14377,KP738915,UG,460D_3D4,D,2004
14378,KP738916,UG,460D_3D7,D,2004
14379,KP738917,UG,460D_3E10,D,2004
14380,KP738918,UG,460D_3F2,D,2004
14381,KP738919,UG,460D_3G5,D,2004
14382,KP738920,UG,460D_3G6,D,2004
14383,KP738921,UG,460D_3G7,D,2004
14384,KP738922,UG,460D_3H5,D,2004
14385,KP738923,UG,460D_3H7,D,2004
14386,KP738924,UG,460D_3H10,D,2004
14387,KP738925,UG,460D_4A10,D,2004
14388,KP738926,UG,460D_4B3,D,2004
14389,KP738927,UG,460D_4B7,D,2004
14390,KP738928,UG,460D_4B8,D,2004
14391,KP738929,UG,460D_4C1,D,2004
14392,KP738930,UG,460D_4C4,D,2004
14393,KP738931,UG,460D_4C8,D,2004
14394,KP738932,UG,460D_4E4,D,2004
14395,KP738933,UG,460D_4E7,D,2004
14396,KP738934,UG,460D_4E11,D,2004
14397,KP738935,UG,460D_4F9,D,2004
14398,KP738936,UG,460D_4F11,D,2004
14399,KP738937,UG,460D_4G1,D,2004
14400,KP738938,UG,460D_4G10,D,2004
14401,KP738939,UG,460D_4H3,D,2004
14402,KP738940,UG,460D_4H7,D,2004
14403,KP738941,UG,581D_1B1,D,2005
14404,KP738942,UG,581D_1B9,D,2005
14405,KP738943,UG,581D_1C3,D,2005
14406,KP738944,UG,581D_1C9,D,2005
14407,KP738945,UG,581D_1E4,D,2005
14408,KP738946,UG,581D_2B6,D,2005
14409,KP738947,UG,581D_2D4,D,2005
14410,KP738948,UG,581D_2D5,D,2005
14411,KP738949,UG,581D_2E6,D,2005
14412,KP738950,UG,581D_2F4,D,2005
14413,KP738951,UG,581D_2F5,D,2005
14414,KP738952,UG,581D_2F10,D,2005
14415,KP738953,UG,581D_2G1,D,2005
14416,KP738954,UG,581D_2G5,D,2005
14417,KP738955,UG,581D_2G7,D,2005
14418,KP738956,UG,581D_2H5,D,2005
14419,KP738957,UG,581D_3A3,D,2005
14420,KP738958,UG,581D_3B1,D,2005
14421,KP738959,UG,581D_3B8,D,2005
14422,KP738960,UG,581D_3B10,D,2005
14423,KP738961,UG,581D_3C3,D,2005
14424,KP738962,UG,581D_3C7,D,2005
14425,KP738963,UG,581D_3C9,D,2005
14426,KP738964,UG,581D_3C10,D,2005
14427,KP738965,UG,581D_3D7,D,2005
14428,KP738966,UG,581D_3D8,D,2005
14429,KP738967,UG,581D_3E4,D,2005
14430,KP738968,UG,581D_3E8,D,2005
14431,KP738969,UG,581D_3E10,D,2005
14432,KP738970,UG,581D_3E11,D,2005
14433,KP738971,UG,581D_3F1,D,2005
14434,KP738972,UG,581D_4C1,D,2005
14435,KP738973,UG,581D_4D11,D,2005
14436,KP738974,UG,581D_4E5,D,2005
14437,KP738975,UG,581D_4F7,D,2005
14438,KP738976,UG,581D_4G7,D,2005
14439,KP738977,UG,581D_4H8,D,2005
14440,KP738978,UG,088_1B2,D,2005
14441,KP738979,UG,088_1B10,D,2005
14442,KP738980,UG,088_3A3,D,2005
14443,KP738981,UG,088_3D3,D,2005
14444,KP738982,UG,088_3D5,D,2005
14445,KP738983,UG,088_3D9,D,2005
14446,KP738984,UG,088_3D10,D,2005
14447,KP738985,UG,088_3D11,D,2005
14448,KP738986,UG,088_3E9,D,2005
14449,KP738987,UG,088_3E11,D,2005
14450,KP738988,UG,088_3F3,D,2005
14451,KP738989,UG,088_3F5,D,2005
14452,KP738990,UG,088_3F6,D,2005
14453,KP738991,UG,088_3F11,D,2005
14454,KP738992,UG,088_3G6,D,2005
14455,KP738993,UG,088_3G8,D,2005
14456,KP738994,UG,088_4A8,D,2005
14457,KP738995,UG,088_4B1,D,2005
14458,KP738996,UG,088_4B3,D,2005
14459,KP738997,UG,088_4D4,D,2005
14460,KP738998,UG,088_4D7,D,2005
14461,KP738999,UG,088_4E10,D,2005
14462,KP739000,UG,088_4F3,D,2005
14463,KP739001,UG,088_4F9,D,2005
14464,KP739002,UG,088_4F10,D,2005
14465,KP739003,UG,088_5A5,D,2005
14466,KP739004,UG,088_5C4,D,2005
14467,KP739005,UG,088_5C10,D,2005
14468,KP739006,UG,088_5C12,D,2005
14469,KP739007,UG,088_5E3,D,2005
14470,KP739008,UG,088_5E7,D,2005
14471,KP739009,UG,088_5E8,D,2005
14472,KP739010,UG,088_5E12,D,2005
14473,KP739011,UG,088_5G5,D,2005
14474,KP739012,UG,088_5H7,D,2005
14475,KP739013,UG,972D_1B1,D,2006
14476,KP739014,UG,972D_1B2,D,2006
14477,KP739015,UG,972D_1B7,D,2006
14478,KP739016,UG,972D_1B8,D,2006
14479,KP739017,UG,972D_1B10,D,2006
14480,KP739018,UG,972D_1B11,D,2006
14481,KP739019,UG,972D_1C2,D,2006
14482,KP739020,UG,972D_2A2,D,2006
14483,KP739021,UG,972D_2A7,D,2006
14484,KP739022,UG,972D_2A10,D,2006
14485,KP739023,UG,972D_2B2,D,2006
14486,KP739024,UG,972D_2B5,D,2006
14487,KP739025,UG,972D_2B8,D,2006
14488,KP739026,UG,972D_2B10,D,2006
14489,KP739027,UG,972D_2C4,D,2006
14490,KP739028,UG,972D_2C9,D,2006
14491,KP739029,UG,972D_2C10,D,2006
14492,KP739030,UG,972D_2C11,D,2006
14493,KP739031,UG,972D_2F5,D,2006
14494,KP739032,UG,972D_2G4,D,2006
14495,KP739033,UG,972D_2G10,D,2006
14496,KP739034,UG,972D_2H1,D,2006
14497,KP739035,UG,972D_2H5,D,2006
14498,KP739036,UG,972D_3A2,D,2006
14499,KP739037,UG,972D_3A8,D,2006
14500,KP739038,UG,972D_3B1,D,2006
14501,KP739039,UG,972D_3B2,D,2006
14502,KP739040,UG,972D_3B5,D,2006
14503,KP739041,UG,972D_3B6,D,2006
14504,KP739042,UG,972D_3B10,D,2006
14505,KP739043,UG,972D_3B12,D,2006
14506,KP739044,UG,972D_3C4,D,2006
14507,KP739045,UG,972D_3C6,D,2006
14508,KP739046,UG,972D_3C9,D,2006
14509,KP739047,UG,972D_3D1,D,2006
14510,KP739048,UG,972D_3D6,D,2006
14511,KP739049,UG,972D_3D7,D,2006
14512,KP739050,UG,972D_3D12,D,2006
14513,KP739051,UG,972D_3E3,D,2006
14514,KP739052,UG,972D_3E5,D,2006
14515,KP739053,UG,972D_3F3,D,2006
14516,KP739054,UG,074D_2E4,D,2006
14517,KP739055,UG,074D_2F9,D,2006
14518,KP739056,UG,074D_3A8,D,2006
14519,KP739057,UG,074D_3A10,D,2006
14520,KP739058,UG,074D_3A11,D,2006
14521,KP739059,UG,074D_3B6,D,2006
14522,KP739060,UG,074D_3B8,D,2006
14523,KP739061,UG,074D_3B9,D,2006
14524,KP739062,UG,074D_3C1,D,2006
14525,KP739063,UG,074D_3C2,D,2006
14526,KP739064,UG,074D_3C5,D,2006
14527,KP739065,UG,074D_3C7,D,2006
14528,KP739066,UG,074D_3D1,D,2006
14529,KP739067,UG,074D_3D5,D,2006
14530,KP739068,UG,074D_3E3,D,2006
14531,KP739069,UG,074D_3E4,D,2006
14532,KP739070,UG,074D_3E8,D,2006
14533,KP739071,UG,074D_3F3,D,2006
14534,KP739072,UG,074D_3G3,D,2006
14535,KP739073,UG,074D_3G4,D,2006
14536,KP739074,UG,074D_3G7,D,2006
14537,KP739075,UG,074D_3H3,D,2006
14538,KP739076,UG,074D_4A1,D,2006
14539,KP739077,UG,074D_4C1,D,2006
14540,KP739078,UG,074D_4E1,D,2006
14541,KP739079,UG,074D_4E2,D,2006
14542,KP739080,UG,074D_4E4,D,2006
14543,KP739081,UG,074D_4E6,D,2006
14544,KP739082,UG,074D_4F1,D,2006
14545,KP739083,UG,074D_4F3,D,2006
14546,KP739084,UG,074D_4F6,D,2006
14547,KP739085,UG,074D_4F10,D,2006
14548,KP739086,UG,074D_4G12,D,2006
14549,KP739087,UG,074D_4H4,D,2006
14550,KP739088,UG,963D_1A6,D,2003
14551,KP739089,UG,963D_1A9,D,2003
14552,KP739090,UG,963D_1A10,D,2003
14553,KP739091,UG,963D_1A11,D,2003
14554,KP739092,UG,963D_1B2,D,2003
14555,KP739093,UG,963D_1B3,D,2003
14556,KP739094,UG,963D_1B11,D,2003
14557,KP739095,UG,963D_1C2,D,2003
14558,KP739096,UG,963D_1C3,D,2003
14559,KP739097,UG,963D_1D4,D,2003
14560,KP739098,UG,963D_1E1,D,2003
14561,KP739099,UG,963D_1F5,D,2003
14562,KP739100,UG,963D_1G1,D,2003
14563,KP739101,UG,963D_1G2,D,2003
14564,KP739102,UG,963D_1G4,D,2003
14565,KP739103,UG,963D_1G6,D,2003
14566,KP739104,UG,963D_1G9,D,2003
14567,KP739105,UG,963D_1F12,D,2003
14568,KP739106,UG,963D_1G1_2,D,2003
14569,KP739107,UG,963D_1G2_2,D,2003
14570,KP739108,UG,963D_1G4_2,D,2003
14571,KP739109,UG,963D_1G10,D,2003
14572,KP739110,UG,963D_2A9,D,2003
14573,KP739111,UG,963D_2A10,D,2003
14574,KP739112,UG,963D_2B1,D,2003
14575,KP739113,UG,963D_2B9,D,2003
14576,KP739114,UG,963D_2C3,D,2003
14577,KP739115,UG,963D_2C6,D,2003
14578,KP739116,UG,963D_2C9,D,2003
14579,KP739117,UG,963D_2D1,D,2003
14580,KP739118,UG,963D_2E8,D,2003
14581,KP739119,UG,963D_2E9,D,2003
14582,KP739120,UG,963D_2E10,D,2003
14583,KP739121,UG,963D_2F1,D,2003
14584,KP739122,UG,963D_2H1,D,2003
14585,KP739123,UG,963D_2H9,D,2003
14586,KP739124,UG,511D_2A5,D,2005
14587,KP739125,UG,511D_2B3,D,2005
14588,KP739126,UG,511D_2D1,D,2005
14589,KP739127,UG,511D_2G4,D,2005
14590,KP739128,UG,511D_2G5,D,2005
14591,KP739129,UG,511D_2G8,D,2005
14592,KP739130,UG,511D_2H2,D,2005
14593,KP739131,UG,511D_2H5,D,2005
14594,KP739132,UG,511D_2H6,D,2005
14595,KP739133,UG,511D_2H7,D,2005
14596,KP739134,UG,511D_2H10,D,2005
14597,KP739135,UG,511D_3A6,D,2005
14598,KP739136,UG,511D_3A7,D,2005
14599,KP739137,UG,511D_3B1,D,2005
14600,KP739138,UG,511D_3B2,D,2005
14601,KP739139,UG,511D_3B5,D,2005
14602,KP739140,UG,511D_3B6,D,2005
14603,KP739141,UG,511D_3B12,D,2005
14604,KP739142,UG,511D_3C3,D,2005
14605,KP739143,UG,511D_3C4,D,2005
14606,KP739144,UG,511D_3C6,D,2005
14607,KP739145,UG,511D_3D2,D,2005
14608,KP739146,UG,511D_3D3,D,2005
14609,KP739147,UG,511D_3D4,D,2005
14610,KP739148,UG,511D_3D5,D,2005
14611,KP739149,UG,511D_3E3,D,2005
14612,KP739150,UG,511D_3E4,D,2005
14613,KP739151,UG,511D_3E12,D,2005
14614,KP739152,UG,511D_3F5,D,2005
14615,KP739153,UG,511D_3F8,D,2005
14616,KP739154,UG,511D_3F9,D,2005
14617,KP739155,UG,511D_3F11,D,2005
14618,KP739156,UG,511D_3F12,D,2005
14619,KP739157,UG,511D_3G4,D,2005
14620,KP739158,UG,511D_3G5,D,2005
14621,KP739159,UG,511D_3G7,D,2005
14622,KP739160,UG,511D_3G12,D,2005
14623,KP739161,UG,511D_3H3,D,2005
14624,KP739162,UG,511D_3H8,D,2005
14625,KP739163,UG,511D_3H9,D,2005
14626,KP873161,GB,Donor_N094_20_Month,01_AE,2010
14627,KP873162,GB,Donor_N094_42_Months,01_AE,2012
14628,KP873163,GB,Recipient_N107_52_Months,01_AE,2012
14629,KP873164,GB,Donor_N094_8_Months,01_AE,2009
14630,KR017771,CM,BS11,,2007
14631,KR017772,CM,BS13,,2007
14632,KR017773,CM,BS29,,2007
14633,KR017774,CM,BS40,36_cpx,2007
14634,KR017776,CM,BS48,G,2007
14635,KR017777,CM,BS55,,2007
14636,KR017778,CM,BS57,11_cpx,2007
14637,KR017779,CM,BS72,,2007
14638,KR019770,MY,10MYKJ052,74_01B,2010
14639,KR019771,MY,10MYPR268,74_01B,2010
14640,KR019772,MY,11MYPR416,74_01B,2011
14641,KR019773,MY,10MYKJ016,74_01B,2010
14642,KR019774,MY,11MYYC672,74_01B,2011
14643,KR019775,MY,11MYJJ741,74_01B,2011
14644,KR067667,GW,DL3234,02A1,2010
14645,KR067668,GW,DL4186,02A1,2006
14646,KR067669,GW,DL3039,02A1,2004
14647,KR067670,GW,DL3773,02A1,2008
14648,KR067671,GW,DL5308,02A1,2013
14649,KR820294,ZM,Z331F_15Apr09_PL_NFLG_SGA11,C,2009
14650,KR820295,ZM,Z331F_15Apr09_PL_NFLG_SGA12,C,2009
14651,KR820296,ZM,Z331F_15Apr09_PL_NFLG_SGA13,C,2009
14652,KR820297,ZM,Z331F_15Apr09_PL_NFLG_SGA14,C,2009
14653,KR820298,ZM,Z331F_15Apr09_PL_NFLG_SGA15,C,2009
14654,KR820299,ZM,Z331F_15Apr09_PL_NFLG_SGA16,C,2009
14655,KR820300,ZM,Z331F_15Apr09_PL_NFLG_SGA17,C,2009
14656,KR820302,ZM,Z331F_15Apr09_PL_NFLG_SGA20,C,2009
14657,KR820303,ZM,Z331F_15Apr09_PL_NFLG_SGA21,C,2009
14658,KR820304,ZM,Z331F_15Apr09_PL_NFLG_SGA22,C,2009
14659,KR820305,ZM,Z331F_15Apr09_PL_NFLG_SGA23,C,2009
14660,KR820306,ZM,Z331F_15Apr09_PL_NFLG_SGA24,C,2009
14661,KR820307,ZM,Z331F_15Apr09_PL_NFLG_SGA3,C,2009
14662,KR820308,ZM,Z331F_15Apr09_PL_NFLG_SGA4,C,2009
14663,KR820309,ZM,Z331F_15Apr09_PL_NFLG_SGA5,C,2009
14664,KR820310,ZM,Z331F_15Apr09_PL_NFLG_SGA6,C,2009
14665,KR820311,ZM,Z331F_15Apr09_PL_NFLG_SGA7,C,2009
14666,KR820312,ZM,Z331F_15Apr09_PL_NFLG_SGA8,C,2009
14667,KR820313,ZM,Z331F_15Apr09_PL_NFLG_SGA9,C,2009
14668,KR820314,ZM,Z331M_18Apr09_PL_NFLG_SGA10,C,2009
14669,KR820315,ZM,Z331M_18Apr09_PL_NFLG_SGA11,C,2009
14670,KR820316,ZM,Z331M_18Apr09_PL_NFLG_SGA12,C,2009
14671,KR820317,ZM,Z331M_18Apr09_PL_NFLG_SGA15,C,2009
14672,KR820318,ZM,Z331M_18Apr09_PL_NFLG_SGA16,C,2009
14673,KR820319,ZM,Z331M_18Apr09_PL_NFLG_SGA3,C,2009
14674,KR820320,ZM,Z331M_18Apr09_PL_NFLG_SGA6,C,2009
14675,KR820321,ZM,Z331M_18Apr09_PL_NFLG_SGA8,C,2009
14676,KR820322,ZM,Z331M_18Apr09_PL_NFLG_SGA9,C,2009
14677,KR820323,ZM,Z331M_18Apr09_PL_NFLG_TF_Consensus,C,2009
14678,KR820324,ZM,Z3576F_28Mar09_PL_NFLG_SGA1,C,2009
14679,KR820325,ZM,Z3576F_28Mar09_PL_NFLG_TF_Consensus,C,2009
14680,KR820326,ZM,Z3576M_18Apr09_PL_NFLG_SGA10,C,2009
14681,KR820327,ZM,Z3576M_18Apr09_PL_NFLG_SGA12,C,2009
14682,KR820328,ZM,Z3576M_18Apr09_PL_NFLG_SGA14,C,2009
14683,KR820329,ZM,Z3576M_18Apr09_PL_NFLG_SGA16,C,2009
14684,KR820330,ZM,Z3576M_18Apr09_PL_NFLG_SGA17,C,2009
14685,KR820331,ZM,Z3576M_18Apr09_PL_NFLG_SGA18,C,2009
14686,KR820332,ZM,Z3576M_18Apr09_PL_NFLG_SGA2,C,2009
14687,KR820333,ZM,Z3576M_18Apr09_PL_NFLG_SGA22,C,2009
14688,KR820334,ZM,Z3576M_18Apr09_PL_NFLG_SGA3,C,2009
14689,KR820335,ZM,Z3576M_18Apr09_PL_NFLG_SGA4,C,2009
14690,KR820336,ZM,Z3576M_18Apr09_PL_NFLG_SGA5,C,2009
14691,KR820337,ZM,Z3576M_18Apr09_PL_NFLG_SGA6,C,2009
14692,KR820338,ZM,Z3576M_18Apr09_PL_NFLG_SGA7,C,2009
14693,KR820339,ZM,Z3576M_18Apr09_PL_NFLG_SGA8,C,2009
14694,KR820340,ZM,Z3576M_18Apr09_PL_NFLG_SGA9,C,2009
14695,KR820341,ZM,Z3618F_11Jul09_PL_NFLG_SGA1,C,2009
14696,KR820342,ZM,Z3618F_11Jul09_PL_NFLG_SGA11,C,2009
14697,KR820343,ZM,Z3618F_11Jul09_PL_NFLG_SGA13,C,2009
14698,KR820344,ZM,Z3618F_11Jul09_PL_NFLG_SGA14,C,2009
14699,KR820345,ZM,Z3618F_11Jul09_PL_NFLG_SGA15,C,2009
14700,KR820346,ZM,Z3618F_11Jul09_PL_NFLG_SGA16,C,2009
14701,KR820347,ZM,Z3618F_11Jul09_PL_NFLG_SGA17,C,2009
14702,KR820348,ZM,Z3618F_11Jul09_PL_NFLG_SGA18,C,2009
14703,KR820349,ZM,Z3618F_11Jul09_PL_NFLG_SGA19,C,2009
14704,KR820350,ZM,Z3618F_11Jul09_PL_NFLG_SGA20,C,2009
14705,KR820351,ZM,Z3618F_11Jul09_PL_NFLG_SGA21,C,2009
14706,KR820352,ZM,Z3618F_11Jul09_PL_NFLG_SGA3,C,2009
14707,KR820353,ZM,Z3618F_11Jul09_PL_NFLG_SGA4,C,2009
14708,KR820354,ZM,Z3618F_11Jul09_PL_NFLG_SGA5,C,2009
14709,KR820355,ZM,Z3618F_11Jul09_PL_NFLG_SGA6,C,2009
14710,KR820356,ZM,Z3618F_11Jul09_PL_NFLG_SGA8,C,2009
14711,KR820357,ZM,Z3618F_11Jul09_PL_NFLG_SGA9,C,2009
14712,KR820358,ZM,Z3618M_18Jun09_PL_NFLG_SGA1,C,2009
14713,KR820359,ZM,Z3618M_18Jun09_PL_NFLG_SGA12,C,2009
14714,KR820360,ZM,Z3618M_18Jun09_PL_NFLG_SGA13,C,2009
14715,KR820361,ZM,Z3618M_18Jun09_PL_NFLG_SGA14,C,2009
14716,KR820362,ZM,Z3618M_18Jun09_PL_NFLG_SGA2,C,2009
14717,KR820363,ZM,Z3618M_18Jun09_PL_NFLG_SGA6,C,2009
14718,KR820364,ZM,Z3618M_18Jun09_PL_NFLG_SGA7,C,2009
14719,KR820365,ZM,Z3618M_18Jun09_PL_NFLG_SGA9,C,2009
14720,KR820366,ZM,Z3618M_18Jun09_PL_NFLG_TF_Consensus,C,2009
14721,KR820367,ZM,Z3678F_23Sep09_PL_NFLG_SGA1,C,2009
14722,KR820369,ZM,Z3678F_23Sep09_PL_NFLG_SGA11,C,2009
14723,KR820370,ZM,Z3678F_23Sep09_PL_NFLG_SGA13,C,2009
14724,KR820371,ZM,Z3678F_23Sep09_PL_NFLG_SGA14,C,2009
14725,KR820372,ZM,Z3678F_23Sep09_PL_NFLG_SGA15,C,2009
14726,KR820373,ZM,Z3678F_23Sep09_PL_NFLG_SGA16,C,2009
14727,KR820374,ZM,Z3678F_23Sep09_PL_NFLG_SGA17,C,2009
14728,KR820375,ZM,Z3678F_23Sep09_PL_NFLG_SGA18,C,2009
14729,KR820376,ZM,Z3678F_23Sep09_PL_NFLG_SGA19,C,2009
14730,KR820377,ZM,Z3678F_23Sep09_PL_NFLG_SGA20,C,2009
14731,KR820378,ZM,Z3678F_23Sep09_PL_NFLG_SGA22,C,2009
14732,KR820379,ZM,Z3678F_23Sep09_PL_NFLG_SGA24,C,2009
14733,KR820380,ZM,Z3678F_23Sep09_PL_NFLG_SGA25,C,2009
14734,KR820381,ZM,Z3678F_23Sep09_PL_NFLG_SGA26,C,2009
14735,KR820382,ZM,Z3678F_23Sep09_PL_NFLG_SGA28,C,2009
14736,KR820383,ZM,Z3678F_23Sep09_PL_NFLG_SGA31,C,2009
14737,KR820384,ZM,Z3678F_23Sep09_PL_NFLG_SGA5,C,2009
14738,KR820385,ZM,Z3678M_17Sep09_PL_NFLG_SGA10,C,2009
14739,KR820386,ZM,Z3678M_17Sep09_PL_NFLG_SGA11,C,2009
14740,KR820387,ZM,Z3678M_17Sep09_PL_NFLG_SGA12,C,2009
14741,KR820388,ZM,Z3678M_17Sep09_PL_NFLG_SGA13,C,2009
14742,KR820389,ZM,Z3678M_17Sep09_PL_NFLG_SGA2,C,2009
14743,KR820390,ZM,Z3678M_17Sep09_PL_NFLG_SGA3,C,2009
14744,KR820391,ZM,Z3678M_17Sep09_PL_NFLG_SGA6,C,2009
14745,KR820392,ZM,Z3678M_17Sep09_PL_NFLG_SGA9,C,2009
14746,KR820393,ZM,Z3678M_17Sep09_PL_NFLG_TF_Consensus,C,2009
14747,KR820394,ZM,Z4248F_11Jun10_PL_NFLG_SGA1,C,2010
14748,KR820395,ZM,Z4248F_11Jun10_PL_NFLG_SGA10,C,2010
14749,KR820396,ZM,Z4248F_11Jun10_PL_NFLG_SGA11,C,2010
14750,KR820397,ZM,Z4248F_11Jun10_PL_NFLG_SGA12,C,2010
14751,KR820398,ZM,Z4248F_11Jun10_PL_NFLG_SGA13,C,2010
14752,KR820399,ZM,Z4248F_11Jun10_PL_NFLG_SGA14,C,2010
14753,KR820400,ZM,Z4248F_11Jun10_PL_NFLG_SGA15,C,2010
14754,KR820401,ZM,Z4248F_11Jun10_PL_NFLG_SGA16,C,2010
14755,KR820402,ZM,Z4248F_11Jun10_PL_NFLG_SGA18,C,2010
14756,KR820403,ZM,Z4248F_11Jun10_PL_NFLG_SGA19,C,2010
14757,KR820404,ZM,Z4248F_11Jun10_PL_NFLG_SGA2,C,2010
14758,KR820405,ZM,Z4248F_11Jun10_PL_NFLG_SGA20,C,2010
14759,KR820406,ZM,Z4248F_11Jun10_PL_NFLG_SGA22,C,2010
14760,KR820407,ZM,Z4248F_11Jun10_PL_NFLG_SGA23,C,2010
14761,KR820408,ZM,Z4248F_11Jun10_PL_NFLG_SGA3,C,2010
14762,KR820409,ZM,Z4248F_11Jun10_PL_NFLG_SGA4,C,2010
14763,KR820410,ZM,Z4248F_11Jun10_PL_NFLG_SGA5,C,2010
14764,KR820411,ZM,Z4248F_11Jun10_PL_NFLG_SGA6,C,2010
14765,KR820412,ZM,Z4248F_11Jun10_PL_NFLG_SGA7,C,2010
14766,KR820413,ZM,Z4248F_11Jun10_PL_NFLG_SGA8,C,2010
14767,KR820414,ZM,Z4248F_11Jun10_PL_NFLG_SGA9,C,2010
14768,KR820415,ZM,Z4248M_4Jun10_PL_NFLG_SGA1,C,2010
14769,KR820416,ZM,Z4248M_4Jun10_PL_NFLG_SGA2,C,2010
14770,KR820417,ZM,Z4248M_4Jun10_PL_NFLG_SGA3,C,2010
14771,KR820418,ZM,Z4248M_4Jun10_PL_NFLG_SGA4,C,2010
14772,KR820419,ZM,Z4248M_4Jun10_PL_NFLG_SGA5,C,2010
14773,KR820420,ZM,Z4248M_4Jun10_PL_NFLG_SGA7,C,2010
14774,KR820421,ZM,Z4248M_4Jun10_PL_NFLG_TF_Consensus,C,2010
14775,KR820422,ZM,Z4473F_7Jun11_PL_NFLG_SGA1,C,2011
14776,KR820423,ZM,Z4473F_7Jun11_PL_NFLG_SGA11,C,2011
14777,KR820424,ZM,Z4473F_7Jun11_PL_NFLG_SGA12,C,2011
14778,KR820425,ZM,Z4473F_7Jun11_PL_NFLG_SGA13,C,2011
14779,KR820426,ZM,Z4473F_7Jun11_PL_NFLG_SGA14,C,2011
14780,KR820427,ZM,Z4473F_7Jun11_PL_NFLG_SGA15,C,2011
14781,KR820428,ZM,Z4473F_7Jun11_PL_NFLG_SGA16,C,2011
14782,KR820429,ZM,Z4473F_7Jun11_PL_NFLG_SGA17,C,2011
14783,KR820430,ZM,Z4473F_7Jun11_PL_NFLG_SGA18,C,2011
14784,KR820431,ZM,Z4473F_7Jun11_PL_NFLG_SGA19,C,2011
14785,KR820432,ZM,Z4473F_7Jun11_PL_NFLG_SGA2,C,2011
14786,KR820433,ZM,Z4473F_7Jun11_PL_NFLG_SGA21,C,2011
14787,KR820434,ZM,Z4473F_7Jun11_PL_NFLG_SGA22,C,2011
14788,KR820435,ZM,Z4473F_7Jun11_PL_NFLG_SGA23,C,2011
14789,KR820436,ZM,Z4473F_7Jun11_PL_NFLG_SGA24,C,2011
