,accession,country,name,subtype,year
3959,FJ936557,AT,Au03,B,
3960,FM210699,SN,04SN_MS245,C,2004
3961,FM210725,SN,04SN_MS522,C,2004
3962,FM210736,SN,04SN_MS700,C,2004
3963,FM210737,SN,04SN_MS779,C,2004
3964,FM210741,SN,04SN_MS821,C,2004
3965,FM210742,SN,04SN_MS823,09_cpx,2004
3966,FM210749,SN,04SN_MS855,C,2004
3967,FM252028,CN,07CN_HN086,01_AE,2007
3968,FM877777,CD,97CD_KTB119,26_AU,1997
3969,FM877778,CD,97CD_KFE267,26C,1997
3970,FM877779,CD,02CD_LBTB032,26C,2002
3971,FM877780,CD,02CD_KS069,26_AU,2002
3972,FM877781,CD,02CD_LBTB084,26_AU,2002
3973,FM877782,CD,02CD_MBTB047,26_AU,2002
3974,FM877783,CD,MBFE250,26C,1997
3975,FM877784,CD,97CD_KMST91,26CU,1997
3976,HT035,TG,06TG,02_AG,2006
3977,HT037,TG,06TG,02_AG,2006
3978,HT120,TG,06TG,02_AG,2006
3979,HT126,TG,06TG,A1,2006
3980,HT134,TG,06TG,02_AG,2006
3981,HT146,TG,06TG,0206,2006
3982,HT147,TG,06TG,0209,2006
3983,HT152,TG,06TG,U,2006
3984,HT157,TG,06TG,A1G,2006
3985,HT161,TG,06TG,02_AG,2006
3986,HT170,TG,06TG,02_AG,2006
3987,HT220,TG,07TG,02_AG,2007
3988,HT247,TG,06TG,02_AG,2006
3989,FN392874,CD,97CD_MBFE185,45_cpx,1997
3990,FN392875,CD,97CD_MBS30,45_cpx,1997
3991,FN392876,CM,97CM_MP814,45_cpx,1997
3992,FN392877,GA,97GA_TB45,45_cpx,1997
3993,FN557303,GQ,08GQ166,02_AG,2008
3994,FN557308,GQ,08GQ323,26_AU,2008
3995,FN557309,GQ,08GQ182,A1,2008
3996,FN557310,GQ,08GQ508,A1,2008
3997,FN557311,GQ,08GQ346,22_01A1,2008
3998,FN557321,GQ,08GQ433,02_AG,2008
3999,FN557326,GQ,08GQ385,02_AG,2008
4000,FN557328,GQ,08GQ378,02_AG,2008
4001,FN557338,GQ,08GQ404,C,2008
4002,FN599690,SN,167HPD,02_AG,1999
4003,FN599709,SN,90HALD,02_AG,1999
4004,FN599711,SN,87HALD,02_AG,1999
4005,FN599712,SN,86HPD,C,1999
4006,FN599720,SN,66HPD,C,1998
4007,FN599721,SN,65HALD,02_AG,1998
4008,FN599724,SN,57HALD,02_AG,1998
4009,FN599725,SN,56HALD,02_AG,1998
4010,FN599748,SN,874hald,B,2003
4011,FN599750,SN,881hald,02_AG,2003
4012,FR715253,TG,08TG_T3013,02U,2008
4013,FR715262,TG,08TG_T3047,02U,2008
4014,FR715265,TG,08TG_T3067,A1G,2008
4015,FR715276,TG,08TG_E5025,02_AG,2008
4016,FR715285,TG,08TG_E5068,02U,2008
4017,FR715286,TG,08TG_C7003,02U,2008
4018,FR715287,TG,08TG_C7004,0206,2008
4019,FR715288,TG,08TG_C7012,U,2008
4020,FR715292,TG,08TG_C7024,02_AG,2008
4021,FR715295,TG,08TG_C7044,02G,2008
4022,FR846408,PT,PT3037,G,
4023,FR846409,PT,PT3306,G,
4024,FR846410,PT,PT988,G,
4025,FW503061,IN,IN905_patent,C,1993
4026,FW555696,FR,pNL43_patent,B,1985
4027,GM752710,US,SF2-patent,B,
4028,GM752784,US,SF2-patent,B,
4029,GM836355,IN,IN905_patent,C,1993
4030,GM995134,US,YU-patent,B,
4031,GN340508,UG,3349_patent,D,
4032,GQ175881,MY,07MYKT014,48_01B,2007
4033,GQ175882,MY,07MYKT016,48_01B,2007
4034,GQ175883,MY,07MYKT021,48_01B,2007
4035,GQ229529,CM,02CM_3097MN,22_01A1,2002
4036,GQ256633,US,TransmitterDay221,B,2007
4037,GQ256634,US,SubjectDay221,B,2007
4038,GQ277610,MY,05MYKL045_1,33_01B,2005
4039,GQ284657,US,BEC63p,B,2004
4040,GQ284658,US,BEC74p,B,2006
4041,GQ284659,US,BEC144p,B,2007
4042,GQ284660,US,BEC21p,B,2006
4043,GQ284661,US,BEC28p,B,2007
4044,GQ284662,US,BEC145p,B,2006
4045,GQ284663,US,BEC42p,B,2007
4046,GQ284664,US,BEC62p,B,2006
4047,GQ284665,US,BEC140p,B,2007
4048,GQ284666,US,BEC143p,B,2007
4049,GQ284667,US,BEC135p,B,2007
4050,GQ284668,US,BEC136p,B,2007
4051,GQ284669,US,BEC137p,B,2007
4052,GQ284670,US,BEC139p,B,2007
4053,GQ284671,US,BEC142p,B,2007
4054,GQ284672,US,BEC141p,B,2007
4055,GQ284673,US,CP042p,B,2002
4056,GQ284674,US,CP043p,B,2002
4057,GQ284675,US,CP045p,B,2002
4058,GQ284676,US,CP038p,B,2003
4059,GQ284677,US,CP033p,B,2002
4060,GQ284678,US,CP047p,B,2003
4061,GQ284679,US,BEC131p,B,2007
4062,GQ284680,US,BEC132p,B,2007
4063,GQ284681,US,BEC134p,B,2007
4064,GQ284682,US,BEC129p,B,2007
4065,GQ284683,US,BEC130p,B,2007
4066,GQ284684,US,CP018p,B,2002
4067,GQ284685,US,CP041p,B,2003
4068,GQ284686,US,CP036p,B,2003
4069,GQ284687,US,CP048p,B,2003
4070,GQ284688,US,CP049p,B,2003
4071,GQ284689,US,CP050p,B,2008
4072,GQ284690,US,CP051p,B,2008
4073,GQ284691,US,CP052p,B,2008
4074,GQ284692,US,CP001p,B,2007
4075,GQ284693,US,CP003p,B,2007
4076,GQ284694,US,CP002p,B,2005
4077,GQ284695,US,CP019p,B,2008
4078,GQ284696,US,CP025p,B,2007
4079,GQ284697,US,CP007p,B,2002
4080,GQ284698,US,CP006p,B,2002
4081,GQ284699,US,CP016p,B,2004
4082,GQ284700,US,CP032p,B,2004
4083,GQ284701,US,CP023p,B,2004
4084,GQ284702,US,CP030p,B,2002
4085,GQ284703,US,CP037p,B,2002
4086,GQ284704,US,CP009p,B,2002
4087,GQ284705,US,CP026p,B,2002
4088,GQ284706,US,CP031p,B,2002
4089,GQ284707,US,CP022p,B,2004
4090,GQ284708,US,CP012p,B,2003
4091,GQ284709,US,CP013p,B,2003
4092,GQ284710,US,CP020p,B,2003
4093,GQ284711,US,CP005p,B,2003
4094,GQ284712,US,CP004p,B,2003
4095,GQ284713,US,CP014p,B,2003
4096,GQ284714,US,CP015p,B,2003
4097,GQ284715,US,CP008p,B,2003
4098,GQ284716,US,CP035p,B,2003
4099,GQ284717,US,CP011p,B,2003
4100,GQ284718,US,CP044p,B,2002
4101,GQ284719,US,CP027p,B,2002
4102,GQ284720,US,CP028p,B,2002
4103,GQ284721,US,CP029p,B,2002
4104,GQ284722,US,CP039p,B,2002
4105,GQ284723,US,CP046p,B,2002
4106,GQ284724,US,CP010p,B,2002
4107,GQ284725,US,CP040p,B,2003
4108,GQ284726,US,CP024p,B,2007
4109,GQ284727,US,CP017p,B,2004
4110,GQ284728,US,BEC87p,B,2006
4111,GQ284729,US,BEC133p,B,2007
4112,GQ284730,US,BEC112p,B,2006
4113,GQ290462,RU,D88_845,F1,2008
4114,GQ303728,CA,BCCFE_HOMER_HIV_PRRT_4039,B,
4115,GQ303729,CA,BCCFE_HOMER_HIV_PRRT_4040,B,
4116,GQ303730,CA,BCCFE_HOMER_HIV_PRRT_4041,B,
4117,GQ303731,CA,BCCFE_HOMER_HIV_PRRT_4042,B,
4118,GQ303732,CA,BCCFE_HOMER_HIV_PRRT_4043,B,
4119,GQ303733,CA,BCCFE_HOMER_HIV_PRRT_4044,B,
4120,GQ303734,CA,BCCFE_HOMER_HIV_PRRT_4045,B,
4121,GQ303735,CA,BCCFE_HOMER_HIV_PRRT_4046,B,
4122,GQ303736,CA,BCCFE_HOMER_HIV_PRRT_4047,B,
4123,GQ303737,CA,BCCFE_HOMER_HIV_PRRT_4048,B,
4124,GQ303738,CA,BCCFE_HOMER_HIV_PRRT_4049,B,
4125,GQ303739,CA,BCCFE_HOMER_HIV_PRRT_4050,B,
4126,GQ303740,CA,BCCFE_HOMER_HIV_PRRT_4051,B,
4127,GQ303741,CA,BCCFE_HOMER_HIV_PRRT_4052,B,
4128,GQ303742,CA,BCCFE_HOMER_HIV_PRRT_4053,B,
4129,GQ303743,CA,BCCFE_HOMER_HIV_PRRT_4054,B,
4130,GQ303744,CA,BCCFE_HOMER_HIV_PRRT_4055,B,
4131,GQ303745,CA,BCCFE_HOMER_HIV_PRRT_4056,B,
4132,GQ303746,CA,BCCFE_HOMER_HIV_PRRT_4057,B,
4133,GQ303747,CA,BCCFE_HOMER_HIV_PRRT_4058,B,
4134,GQ303748,CA,BCCFE_HOMER_HIV_PRRT_4059,B,
4135,GQ303749,CA,BCCFE_HOMER_HIV_PRRT_4060,B,
4136,GQ303750,CA,BCCFE_HOMER_HIV_PRRT_4061,B,
4137,GQ303751,CA,BCCFE_HOMER_HIV_PRRT_4062,B,
4138,GQ303752,CA,BCCFE_HOMER_HIV_PRRT_4063,B,
4139,GQ303753,CA,BCCFE_HOMER_HIV_PRRT_4064,B,
4140,GQ303754,CA,BCCFE_HOMER_HIV_PRRT_4065,B,
4141,GQ303755,CA,BCCFE_HOMER_HIV_PRRT_4066,B,
4142,GQ303756,CA,BCCFE_HOMER_HIV_PRRT_4067,B,
4143,GQ303757,CA,BCCFE_HOMER_HIV_PRRT_4068,B,
4144,GQ303758,CA,BCCFE_HOMER_HIV_PRRT_4069,B,
4145,GQ303759,CA,BCCFE_HOMER_HIV_PRRT_4070,B,
4146,GQ303760,CA,BCCFE_HOMER_HIV_PRRT_4071,B,
4147,GQ303761,CA,BCCFE_HOMER_HIV_PRRT_4072,B,
4148,GQ303762,CA,BCCFE_HOMER_HIV_PRRT_4073,B,
4149,GQ303763,CA,BCCFE_HOMER_HIV_PRRT_4074,B,
4150,GQ303764,CA,BCCFE_HOMER_HIV_PRRT_4075,B,
4151,GQ303765,CA,BCCFE_HOMER_HIV_PRRT_4076,B,
4152,GQ303766,CA,BCCFE_HOMER_HIV_PRRT_4077,B,
4153,GQ303767,CA,BCCFE_HOMER_HIV_PRRT_4078,B,
4154,GQ303768,CA,BCCFE_HOMER_HIV_PRRT_4079,B,
4155,GQ303769,CA,BCCFE_HOMER_HIV_PRRT_4080,B,
4156,GQ303770,CA,BCCFE_HOMER_HIV_PRRT_4081,B,
4157,GQ303771,CA,BCCFE_HOMER_HIV_PRRT_4082,B,
4158,GQ303772,CA,BCCFE_HOMER_HIV_PRRT_4083,B,
4159,GQ303773,CA,BCCFE_HOMER_HIV_PRRT_4084,B,
4160,GQ303774,CA,BCCFE_HOMER_HIV_PRRT_4085,B,
4161,GQ303775,CA,BCCFE_HOMER_HIV_PRRT_4086,B,
4162,GQ303776,CA,BCCFE_HOMER_HIV_PRRT_4087,B,
4163,GQ303777,CA,BCCFE_HOMER_HIV_PRRT_4088,B,
4164,GQ303778,CA,BCCFE_HOMER_HIV_PRRT_4089,B,
4165,GQ303779,CA,BCCFE_HOMER_HIV_PRRT_4090,B,
4166,GQ303780,CA,BCCFE_HOMER_HIV_PRRT_4091,B,
4167,GQ303781,CA,BCCFE_HOMER_HIV_PRRT_4092,B,
4168,GQ303782,CA,BCCFE_HOMER_HIV_PRRT_4093,B,
4169,GQ303783,CA,BCCFE_HOMER_HIV_PRRT_4094,B,
4170,GQ303784,CA,BCCFE_HOMER_HIV_PRRT_4095,B,
4171,GQ303785,CA,BCCFE_HOMER_HIV_PRRT_4096,B,
4172,GQ303786,CA,BCCFE_HOMER_HIV_PRRT_4097,B,
4173,GQ303787,CA,BCCFE_HOMER_HIV_PRRT_4098,B,
4174,GQ303788,CA,BCCFE_HOMER_HIV_PRRT_4099,B,
4175,GQ303789,CA,BCCFE_HOMER_HIV_PRRT_4100,B,
4176,GQ303790,CA,BCCFE_HOMER_HIV_PRRT_4101,B,
4177,GQ303791,CA,BCCFE_HOMER_HIV_PRRT_4102,B,
4178,GQ303792,CA,BCCFE_HOMER_HIV_PRRT_4103,A1,
4179,GQ303793,CA,BCCFE_HOMER_HIV_PRRT_4104,B,
4180,GQ303794,CA,BCCFE_HOMER_HIV_PRRT_4105,B,
4181,GQ303795,CA,BCCFE_HOMER_HIV_PRRT_4106,B,
4182,GQ303796,CA,BCCFE_HOMER_HIV_PRRT_4107,B,
4183,GQ303797,CA,BCCFE_HOMER_HIV_PRRT_4108,B,
4184,GQ303798,CA,BCCFE_HOMER_HIV_PRRT_4109,B,
4185,GQ303799,CA,BCCFE_HOMER_HIV_PRRT_4110,B,
4186,GQ303800,CA,BCCFE_HOMER_HIV_PRRT_4111,B,
4187,GQ303801,CA,BCCFE_HOMER_HIV_PRRT_4112,B,
4188,GQ303802,CA,BCCFE_HOMER_HIV_PRRT_4113,B,
4189,GQ303803,CA,BCCFE_HOMER_HIV_PRRT_4114,B,
4190,GQ303804,CA,BCCFE_HOMER_HIV_PRRT_4115,B,
4191,GQ303805,CA,BCCFE_HOMER_HIV_PRRT_4116,B,
4192,GQ303806,CA,BCCFE_HOMER_HIV_PRRT_4117,B,
4193,GQ303807,CA,BCCFE_HOMER_HIV_PRRT_4118,B,
4194,GQ303808,CA,BCCFE_HOMER_HIV_PRRT_4119,B,
4195,GQ303809,CA,BCCFE_HOMER_HIV_PRRT_4120,B,
4196,GQ303810,CA,BCCFE_HOMER_HIV_PRRT_4121,B,
4197,GQ303811,CA,BCCFE_HOMER_HIV_PRRT_4122,B,
4198,GQ303812,CA,BCCFE_HOMER_HIV_PRRT_4123,B,
4199,GQ303813,CA,BCCFE_HOMER_HIV_PRRT_4124,B,
4200,GQ303814,CA,BCCFE_HOMER_HIV_PRRT_4125,B,
4201,GQ303815,CA,BCCFE_HOMER_HIV_PRRT_4126,B,
4202,GQ303816,CA,BCCFE_HOMER_HIV_PRRT_4127,B,
4203,GQ303817,CA,BCCFE_HOMER_HIV_PRRT_4128,B,
4204,GQ303818,CA,BCCFE_HOMER_HIV_PRRT_4129,B,
4205,GQ303819,CA,BCCFE_HOMER_HIV_PRRT_4130,B,
4206,GQ303820,CA,BCCFE_HOMER_HIV_PRRT_4131,B,
4207,GQ303821,CA,BCCFE_HOMER_HIV_PRRT_4132,B,
4208,GQ303822,CA,BCCFE_HOMER_HIV_PRRT_4133,B,
4209,GQ303823,CA,BCCFE_HOMER_HIV_PRRT_4134,B,
4210,GQ303824,CA,BCCFE_HOMER_HIV_PRRT_4135,B,
4211,GQ303825,CA,BCCFE_HOMER_HIV_PRRT_4136,B,
4212,GQ303826,CA,BCCFE_HOMER_HIV_PRRT_4137,B,
4213,GQ303827,CA,BCCFE_HOMER_HIV_PRRT_4138,B,
4214,GQ303828,CA,BCCFE_HOMER_HIV_PRRT_4139,B,
4215,GQ303829,CA,BCCFE_HOMER_HIV_PRRT_4140,B,
4216,GQ303830,CA,BCCFE_HOMER_HIV_PRRT_4141,B,
4217,GQ303831,CA,BCCFE_HOMER_HIV_PRRT_4142,B,
4218,GQ303832,CA,BCCFE_HOMER_HIV_PRRT_4143,B,
4219,GQ303833,CA,BCCFE_HOMER_HIV_PRRT_4144,B,
4220,GQ303834,CA,BCCFE_HOMER_HIV_PRRT_4145,B,
4221,GQ303835,CA,BCCFE_HOMER_HIV_PRRT_4146,B,
4222,GQ303836,CA,BCCFE_HOMER_HIV_PRRT_4147,B,
4223,GQ303837,CA,BCCFE_HOMER_HIV_PRRT_4148,B,
4224,GQ303838,CA,BCCFE_HOMER_HIV_PRRT_4149,B,
4225,GQ303839,CA,BCCFE_HOMER_HIV_PRRT_4150,B,
4226,GQ303840,CA,BCCFE_HOMER_HIV_PRRT_4151,B,
4227,GQ303841,CA,BCCFE_HOMER_HIV_PRRT_4152,B,
4228,GQ303842,CA,BCCFE_HOMER_HIV_PRRT_4153,B,
4229,GQ303843,CA,BCCFE_HOMER_HIV_PRRT_4154,B,
4230,GQ303844,CA,BCCFE_HOMER_HIV_PRRT_4155,B,
4231,GQ303845,CA,BCCFE_HOMER_HIV_PRRT_4156,B,
4232,GQ303846,CA,BCCFE_HOMER_HIV_PRRT_4157,B,
4233,GQ303847,CA,BCCFE_HOMER_HIV_PRRT_4158,B,
4234,GQ303848,CA,BCCFE_HOMER_HIV_PRRT_4159,B,
4235,GQ303849,CA,BCCFE_HOMER_HIV_PRRT_4160,B,
4236,GQ303850,CA,BCCFE_HOMER_HIV_PRRT_4161,B,
4237,GQ303851,CA,BCCFE_HOMER_HIV_PRRT_4162,B,
4238,GQ303852,CA,BCCFE_HOMER_HIV_PRRT_4163,B,
4239,GQ303853,CA,BCCFE_HOMER_HIV_PRRT_4164,B,
4240,GQ303854,CA,BCCFE_HOMER_HIV_PRRT_4165,B,
4241,GQ303855,CA,BCCFE_HOMER_HIV_PRRT_4166,B,
4242,GQ303856,CA,BCCFE_HOMER_HIV_PRRT_4167,B,
4243,GQ303857,CA,BCCFE_HOMER_HIV_PRRT_4168,B,
4244,GQ303858,CA,BCCFE_HOMER_HIV_PRRT_4169,B,
4245,GQ303859,CA,BCCFE_HOMER_HIV_PRRT_4170,B,
4246,GQ303860,CA,BCCFE_HOMER_HIV_PRRT_4171,B,
4247,GQ303861,CA,BCCFE_HOMER_HIV_PRRT_4172,B,
4248,GQ303862,CA,BCCFE_HOMER_HIV_PRRT_4173,B,
4249,GQ303863,CA,BCCFE_HOMER_HIV_PRRT_4174,B,
4250,GQ303864,CA,BCCFE_HOMER_HIV_PRRT_4175,B,
4251,GQ303865,CA,BCCFE_HOMER_HIV_PRRT_4176,B,
4252,GQ303866,CA,BCCFE_HOMER_HIV_PRRT_4177,B,
4253,GQ303867,CA,BCCFE_HOMER_HIV_PRRT_4178,B,
4254,GQ324958,CM,U14842,N,2006
4255,GQ324959,CM,SJGddd,N,2002
4256,GQ324962,CM,U14296,N,2006
4257,GQ328744,FR,RBF168,P,2006
4258,GQ351296,FR,RBF208,DO,2008
4259,GQ358530,US,WC2P0896_4,B,1996
4260,GQ358531,US,WC2P0896_2,B,1996
4261,GQ358532,US,WC2P0296_15,B,1996
4262,GQ365649,BR,02_BR_HF31,BC,2002
4263,GQ365650,BR,05_BR_NSP24,BC,2005
4264,GQ365651,BR,01_BR_RGS45,BC,2001
4265,GQ365652,BR,01_BR_RGS69,BC,2001
4266,GQ371764,US,A0526TOB8U,B,
4267,GQ371765,US,A0575TOB8U,B,
4268,GQ371766,US,A1519TOB8U,B,
4269,GQ371767,US,A1541TOB8U,B,
4270,GQ371769,US,A2520TOB8U,B,
4271,GQ371770,US,A2572TOB8U,B,
4272,GQ371771,US,A3504TOB8U,B,
4273,GQ371772,US,A3515TOB8U,B,
4274,GQ371773,US,A3533TOB8U,B,
4275,GQ371774,US,A3546TOB8U,B,
4276,GQ371775,US,A4500TOB8U,B,
4277,GQ371776,US,A4521TOB8U,B,
4278,GQ371777,US,A4532TOB8U,B,
4279,GQ371778,US,A5511TOB8U,B,
4280,GQ371781,US,A7531TOB8U,01_AE,
4281,GQ371782,US,A7540TOB8U,B,
4282,GQ371783,US,A8507TOB8U,B,
4283,GQ371784,US,A8524TOB8U,B,
4284,GQ371785,US,A8536TOB8U,B,
4285,GQ371786,US,A8573TOB8U,B,
4286,GQ371787,US,A8595TOB8U,B,
4287,GQ371789,US,B0541TOB8U,B,
4288,GQ371790,US,B1501TOB8U,B,
4289,GQ371792,US,B1539TOB8U,B,
4290,GQ371793,US,B1542TOB8U,B,
4291,GQ371796,US,B3535TOB8U,B,
4292,GQ371797,US,B3577TOB8U,B,
4293,GQ371798,US,B4522TOB8U,B,
4294,GQ371799,US,B4578TOB8U,B,
4295,GQ371800,US,B5512TOB8U,02_AG,
4296,GQ371801,US,B5531TOB8U,B,
4297,GQ371802,US,B5599TOB8U,B,
4298,GQ371803,US,B6504TOB8U,B,
4299,GQ371804,US,B6515TOB8U,B,
4300,GQ371806,US,B7500TOB8U,B,
4301,GQ371807,US,B7521TOB8U,B,
4302,GQ371808,US,B7532TOB8U,B,
4303,GQ371810,US,B8526TOB8U,B,
4304,GQ371811,US,B8575TOB8U,B,
4305,GQ371812,US,B9517TOB8U,B,
4306,GQ371813,US,B9543TOB8U,B,
4307,GQ371814,US,D1543TOB8U,B,
4308,GQ371816,US,D2575TOB8U,B,
4309,GQ371817,US,D3500TOB8U,B,
4310,GQ371818,US,D3521TOB8U,B,
4311,GQ371819,US,D3532TOB8U,B,
4312,GQ371820,US,D3579TOB8U,B,
4313,GQ371821,US,D4506TOB8U,B,
4314,GQ371822,US,D4523TOB8U,B,
4315,GQ371823,US,D4535TOB8U,B,
4316,GQ371824,US,D4577TOB8U,B,
4317,GQ371825,US,D5513TOB8U,B,
4318,GQ371826,US,D6512TOB8U,B,
4319,GQ371827,US,D6531TOB8U,B,
4320,GQ371828,US,D7504TOB8U,B,
4321,GQ371830,US,D7533TOB8U,B,
4322,GQ371832,US,D8520TOB8U,B,
4323,GQ371834,US,D9519TOB8U,B,
4324,GQ371836,US,E0510TOB8U,B,
4325,GQ371839,US,E1530TOB8U,B,
4326,GQ371840,US,E1548TOB8U,B,
4327,GQ371841,US,E1571TOB8U,B,
4328,GQ371842,US,E2514TOB8U,B,
4329,GQ371844,US,E3527TOB8U,B,
4330,GQ371846,US,E4528TOB8U,B,
4331,GQ371847,US,E5501TOB8U,B,
4332,GQ371852,US,E6537TOB8U,B,
4333,GQ371855,US,E7529TOB8U,B,
4334,GQ371856,US,E7538TOB8U,B,
4335,GQ371857,US,E7570TOB8U,B,
4336,GQ371858,US,E9516TOB8U,B,
4337,GQ371859,US,E9534TOB8U,B,
4338,GQ371861,US,F0511TOB8U,B,
4339,GQ371862,US,F1512TOB8U,B,
4340,GQ371863,US,F1531TOB8U,B,
4341,GQ371864,US,F1540TOB8U,B,
4342,GQ371865,US,F2528TOB8U,B,
4343,GQ371866,US,F3507TOB8U,B,
4344,GQ371867,US,F3524TOB8U,B,
4345,GQ371869,US,F3573TOB8U,B,
4346,GQ371870,US,F4508TOB8U,B,
4347,GQ371871,US,F4520TOB8U,B,
4348,GQ371872,US,F4572TOB8U,B,
4349,GQ371874,US,F5591TOB8U,B,
4350,GQ371878,US,F7530TOB8U,B,
4351,GQ371879,US,F7571TOB8U,B,
4352,GQ371880,US,F8505TOB8U,B,
4353,GQ371881,US,F8527TOB8U,B,
4354,GQ371882,US,F8576TOB8U,B,
4355,GQ371883,US,F9513TOB8U,B,
4356,GQ371884,US,F9544TOB8U,B,
4357,GQ371886,US,G0578TOB8U,B,
4358,GQ371887,US,G1514TOB8U,B,
4359,GQ371888,US,G2506TOB8U,B,
4360,GQ371889,US,G2523TOB8U,B,
4361,GQ371890,US,G2535TOB8U,B,
4362,GQ371891,US,G2577TOB8U,B,
4363,GQ371893,US,G3518TOB8U,B,
4364,GQ371894,US,G3539TOB8U,B,
4365,GQ371895,US,G3542TOB8U,B,
4366,GQ371898,US,G4574TOB8U,B,
4367,GQ371899,US,G6519TOB8U,B,
4368,GQ371900,US,G7517TOB8U,B,
4369,GQ371901,US,G7543TOB8U,B,
4370,GQ371904,US,G8532TOB8U,B,
4371,GQ371905,US,G8579TOB8U,B,
4372,GQ371906,US,G8598TOB8U,B,
4373,GQ371907,US,G9525TOB8U,B,
4374,GQ371908,US,H0525TOB8U,B,
4375,GQ371910,US,H1549TOB8U,B,
4376,GQ371911,US,H2522TOB8U,BF1,
4377,GQ371916,US,H4502TOB8U,B,
4378,GQ371917,US,H4529TOB8U,B,
4379,GQ371918,US,H4538TOB8U,B,
4380,GQ371919,US,H4570TOB8U,B,
4381,GQ371920,US,H5519TOB8U,B,
4382,GQ371921,US,H7501TOB8U,B,
4383,GQ371922,US,H7518TOB8U,B,
4384,GQ371924,US,H7542TOB8U,B,
4385,GQ371926,US,H8523TOB8U,B,
4386,GQ371928,US,H8577TOB8U,B,
4387,GQ371929,US,H9514TOB8U,B,
4388,GQ371931,US,J0524TOB8U,B,
4389,GQ371932,US,J0536TOB8U,B,
4390,GQ371933,US,J0573TOB8U,B,
4391,GQ371935,US,J1575TOB8U,B,
4392,GQ371936,US,J2509TOB8U,B,
4393,GQ371937,US,J2571TOB8U,B,
4394,GQ371938,US,J3513TOB8U,B,
4395,GQ371939,US,J3544TOB8U,B,
4396,GQ371940,US,J4512TOB8U,B,
4397,GQ371941,US,J4531TOB8U,B,
4398,GQ371942,US,J5505TOB8U,B,
4399,GQ371943,US,J5527TOB8U,B,
4400,GQ371944,US,J5576TOB8U,B,
4401,GQ371945,US,J6528TOB8U,B,
4402,GQ371946,US,J7511TOB8U,B,
4403,GQ371948,US,J8534TOB8U,B,
4404,GQ371949,US,J8593TOB8U,B,
4405,GQ371950,US,J9508TOB8U,B,
4406,GQ371951,US,J9520TOB8U,B,
4407,GQ371952,US,J9572TOB8U,B,
4408,GQ371954,US,K0534TOB8U,B,
4409,GQ371955,US,K0547TOB8U,B,
4410,GQ371956,US,K1507TOB8U,B,
4411,GQ371958,US,K1573TOB8U,B,
4412,GQ371959,US,K2510TOB8U,B,
4413,GQ371960,US,K3528TOB8U,B,
4414,GQ371961,US,K4511TOB8U,B,
4415,GQ371962,US,K5503TOB8U,B,
4416,GQ371963,US,K5537TOB8U,B,
4417,GQ371966,US,K6538TOB8U,B,
4418,GQ371967,US,K6570TOB8U,B,
4419,GQ371968,US,K7505TOB8U,B,
4420,GQ371969,US,K7527TOB8U,B,
4421,GQ371970,US,K7576TOB8U,B,
4422,GQ371971,US,K8514TOB8U,B,
4423,GQ371972,US,K9509TOB8U,B,
4424,GQ371974,US,K9548TOB8U,B,
4425,GQ371976,US,L0505TOB8U,B,
4426,GQ371977,US,L0527TOB8U,B,
4427,GQ371978,US,L0576TOB8U,B,
4428,GQ371979,US,L1511TOB8U,B,
4429,GQ371980,US,L2502TOB8U,B,
4430,GQ371982,US,L2538TOB8U,B,
4431,GQ371983,US,L2570TOB8U,B,
4432,GQ371984,US,L3516TOB8U,B,
4433,GQ371985,US,L3534TOB8U,B,
4434,GQ371987,US,L4509TOB8U,B,
4435,GQ371988,US,L4530TOB8U,B,
4436,GQ371989,US,L4548TOB8U,B,
4437,GQ371990,US,L4571TOB8U,B,
4438,GQ371991,US,L5525TOB8U,B,
4439,GQ371992,US,L6514TOB8U,B,
4440,GQ371993,US,L7510TOB8U,B,
4441,GQ371994,US,L7549TOB8U,B,
4442,GQ371995,US,L8503TOB8U,B,
4443,GQ371996,US,L8537TOB8U,B,
4444,GQ371997,US,L8574TOB8U,B,
4445,GQ372001,US,M1504TOB8U,B,
4446,GQ372002,US,M1515TOB8U,B,
4447,GQ372003,US,M1533TOB8U,B,
4448,GQ372004,US,M1546TOB8U,B,
4449,GQ372005,US,M2511TOB8U,B,
4450,GQ372008,US,M4526TOB8U,B,
4451,GQ372010,US,M5516TOB8U,B,
4452,GQ372011,US,M5534TOB8U,B,
4453,GQ372012,US,M5593TOB8U,B,
4454,GQ372015,US,M6571TOB8U,B,
4455,GQ372016,US,M7507TOB8U,B,
4456,GQ372019,US,M7573TOB8U,B,
4457,GQ372020,US,M8528TOB8U,B,
4458,GQ372021,US,M9512TOB8U,B,
4459,GQ372022,US,M9531TOB8U,B,
4460,GQ372023,US,M9540TOB8U,B,
4461,GQ372025,US,N0537TOB8U,B,
4462,GQ372027,US,N1505TOB8U,B,
4463,GQ372029,US,N1576TOB8U,B,
4464,GQ372030,US,N2501TOB8U,B,
4465,GQ372032,US,N3514TOB8U,B,
4466,GQ372033,US,N4510TOB8U,B,
4467,GQ372034,US,N4549TOB8U,B,
4468,GQ372035,US,N5506TOB8U,B,
4469,GQ372036,US,N5523TOB8U,B,
4470,GQ372038,US,N5577TOB8U,B,
4471,GQ372039,US,N6522TOB8U,B,
4472,GQ372040,US,N6578TOB8U,B,
4473,GQ372041,US,N7525TOB8U,B,
4474,GQ372042,US,N8517TOB8U,B,
4475,GQ372043,US,N8594TOB8U,B,
